qid,form_id,form_type,lang,type,question,answer
F0031-x-applicant_name-kn,F0031,ration_card,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಅರ್ಜುನ್ ನಾಯರ್
F0031-x-district-en,F0031,ration_card,en,extraction,District?,Nashik
F0031-x-district-hi,F0031,ration_card,hi,extraction,जिला?,नाशिक
F0031-x-district-bn,F0031,ration_card,bn,extraction,জেলা?,নাসিক
F0031-x-district-te,F0031,ration_card,te,extraction,జిల్లా?,నాసిక్
F0031-x-district-ta,F0031,ration_card,ta,extraction,மாவட்டம்?,நாசிக்
F0031-x-district-mr,F0031,ration_card,mr,extraction,जिल्हा?,नाशिक
F0031-x-district-kn,F0031,ration_card,kn,extraction,ಜಿಲ್ಲೆ?,ನಾಸಿಕ್
F0031-x-annual_income-en,F0031,ration_card,en,extraction,Annual Income (Rs.)?,48000
F0031-x-annual_income-hi,F0031,ration_card,hi,extraction,वार्षिक आय (रु.)?,48000
F0031-x-annual_income-bn,F0031,ration_card,bn,extraction,বার্ষিক আয় (টাকা)?,48000
F0031-x-annual_income-te,F0031,ration_card,te,extraction,వార్షిక ఆదాయం (రూ.)?,48000
F0031-x-annual_income-ta,F0031,ration_card,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,48000
F0031-x-annual_income-mr,F0031,ration_card,mr,extraction,वार्षिक उत्पन्न (रु.)?,48000
F0031-x-annual_income-kn,F0031,ration_card,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,48000
F0031-x-family_members-en,F0031,ration_card,en,extraction,Number of Family Members?,8
F0031-x-family_members-hi,F0031,ration_card,hi,extraction,परिवार के सदस्यों की संख्या?,8
F0031-x-family_members-bn,F0031,ration_card,bn,extraction,পরিবারের সদস্য সংখ্যা?,8
F0031-x-family_members-te,F0031,ration_card,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,8
F0031-x-family_members-ta,F0031,ration_card,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,8
F0031-x-family_members-mr,F0031,ration_card,mr,extraction,कुटुंब सदस्यांची संख्या?,8
F0031-x-family_members-kn,F0031,ration_card,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,8
F0031-x-category-en,F0031,ration_card,en,extraction,Category?,General
F0031-x-category-hi,F0031,ration_card,hi,extraction,श्रेणी?,General
F0031-x-category-bn,F0031,ration_card,bn,extraction,শ্রেণী?,General
F0031-x-category-te,F0031,ration_card,te,extraction,వర్గం?,General
F0031-x-category-ta,F0031,ration_card,ta,extraction,பிரிவு?,General
F0031-x-category-mr,F0031,ration_card,mr,extraction,प्रवर्ग?,General
F0031-x-category-kn,F0031,ration_card,kn,extraction,ವರ್ಗ?,General
F0031-r-elig-en,F0031,ration_card,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0031-r-elig-hi,F0031,ration_card,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0031-r-elig-bn,F0031,ration_card,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
F0031-r-elig-te,F0031,ration_card,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",yes
F0031-r-elig-ta,F0031,ration_card,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",yes
F0031-r-elig-mr,F0031,ration_card,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",yes
F0031-r-elig-kn,F0031,ration_card,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",yes
F0032-x-applicant_name-en,F0032,ration_card,en,extraction,Applicant Name?,Venkat Reddy
F0032-x-applicant_name-hi,F0032,ration_card,hi,extraction,आवेदक का नाम?,वेंकट रेड्डी
F0032-x-applicant_name-bn,F0032,ration_card,bn,extraction,আবেদনকারীর নাম?,ভেঙ্কট রেড্ডি
F0032-x-applicant_name-te,F0032,ration_card,te,extraction,దరఖాస్తుదారు పేరు?,వెంకట్ రెడ్డి
F0032-x-applicant_name-ta,F0032,ration_card,ta,extraction,விண்ணப்பதாரர் பெயர்?,வெங்கட் ரெட்டி
F0032-x-applicant_name-mr,F0032,ration_card,mr,extraction,अर्जदाराचे नाव?,वेंकट रेड्डी
F0032-x-applicant_name-kn,F0032,ration_card,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ವೆಂಕಟ್ ರೆಡ್ಡಿ
F0032-x-district-en,F0032,ration_card,en,extraction,District?,Nashik
F0032-x-district-hi,F0032,ration_card,hi,extraction,जिला?,नाशिक
F0032-x-district-bn,F0032,ration_card,bn,extraction,জেলা?,নাসিক
F0032-x-district-te,F0032,ration_card,te,extraction,జిల్లా?,నాసిక్
F0032-x-district-ta,F0032,ration_card,ta,extraction,மாவட்டம்?,நாசிக்
F0032-x-district-mr,F0032,ration_card,mr,extraction,जिल्हा?,नाशिक
F0032-x-district-kn,F0032,ration_card,kn,extraction,ಜಿಲ್ಲೆ?,ನಾಸಿಕ್
F0032-x-annual_income-en,F0032,ration_card,en,extraction,Annual Income (Rs.)?,310000
F0032-x-annual_income-hi,F0032,ration_card,hi,extraction,वार्षिक आय (रु.)?,310000
F0032-x-annual_income-bn,F0032,ration_card,bn,extraction,বার্ষিক আয় (টাকা)?,310000
F0032-x-annual_income-te,F0032,ration_card,te,extraction,వార్షిక ఆదాయం (రూ.)?,310000
F0032-x-annual_income-ta,F0032,ration_card,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,310000
F0032-x-annual_income-mr,F0032,ration_card,mr,extraction,वार्षिक उत्पन्न (रु.)?,310000
F0032-x-annual_income-kn,F0032,ration_card,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,310000
F0032-x-family_members-en,F0032,ration_card,en,extraction,Number of Family Members?,4
F0032-x-family_members-hi,F0032,ration_card,hi,extraction,परिवार के सदस्यों की संख्या?,4
F0032-x-family_members-bn,F0032,ration_card,bn,extraction,পরিবারের সদস্য সংখ্যা?,4
F0032-x-family_members-te,F0032,ration_card,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,4
F0032-x-family_members-ta,F0032,ration_card,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,4
F0032-x-family_members-mr,F0032,ration_card,mr,extraction,कुटुंब सदस्यांची संख्या?,4
F0032-x-family_members-kn,F0032,ration_card,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,4
F0032-x-category-en,F0032,ration_card,en,extraction,Category?,ST
F0032-x-category-hi,F0032,ration_card,hi,extraction,श्रेणी?,ST
F0032-x-category-bn,F0032,ration_card,bn,extraction,শ্রেণী?,ST
F0032-x-category-te,F0032,ration_card,te,extraction,వర్గం?,ST
F0032-x-category-ta,F0032,ration_card,ta,extraction,பிரிவு?,ST
F0032-x-category-mr,F0032,ration_card,mr,extraction,प्रवर्ग?,ST
F0032-x-category-kn,F0032,ration_card,kn,extraction,ವರ್ಗ?,ST
F0032-r-elig-en,F0032,ration_card,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",no
F0032-r-elig-hi,F0032,ration_card,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",no
F0032-r-elig-bn,F0032,ration_card,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",no
F0032-r-elig-te,F0032,ration_card,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",no
F0032-r-elig-ta,F0032,ration_card,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",no
F0032-r-elig-mr,F0032,ration_card,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",no
F0032-r-elig-kn,F0032,ration_card,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",no
F0033-x-applicant_name-en,F0033,scholarship,en,extraction,Applicant Name?,Arjun Nair
F0033-x-applicant_name-hi,F0033,scholarship,hi,extraction,आवेदक का नाम?,अर्जुन नायर
F0033-x-applicant_name-bn,F0033,scholarship,bn,extraction,আবেদনকারীর নাম?,অর্জুন নায়ার
F0033-x-applicant_name-te,F0033,scholarship,te,extraction,దరఖాస్తుదారు పేరు?,అర్జున్ నాయర్
F0033-x-applicant_name-ta,F0033,scholarship,ta,extraction,விண்ணப்பதாரர் பெயர்?,அர்ஜுன் நாயர்
F0033-x-applicant_name-mr,F0033,scholarship,mr,extraction,अर्जदाराचे नाव?,अर्जुन नायर
F0033-x-applicant_name-kn,F0033,scholarship,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಅರ್ಜುನ್ ನಾಯರ್
F0033-x-district-en,F0033,scholarship,en,extraction,District?,Salem
F0033-x-district-hi,F0033,scholarship,hi,extraction,जिला?,सेलम
F0033-x-district-bn,F0033,scholarship,bn,extraction,জেলা?,সালেম
F0033-x-district-te,F0033,scholarship,te,extraction,జిల్లా?,సేలం
F0033-x-district-ta,F0033,scholarship,ta,extraction,மாவட்டம்?,சேலம்
F0033-x-district-mr,F0033,scholarship,mr,extraction,जिल्हा?,सेलम
F0033-x-district-kn,F0033,scholarship,kn,extraction,ಜಿಲ್ಲೆ?,ಸೇಲಂ
F0033-x-annual_income-en,F0033,scholarship,en,extraction,Annual Income (Rs.)?,145000
F0033-x-annual_income-hi,F0033,scholarship,hi,extraction,वार्षिक आय (रु.)?,145000
F0033-x-annual_income-bn,F0033,scholarship,bn,extraction,বার্ষিক আয় (টাকা)?,145000
F0033-x-annual_income-te,F0033,scholarship,te,extraction,వార్షిక ఆదాయం (రూ.)?,145000
F0033-x-annual_income-ta,F0033,scholarship,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,145000
F0033-x-annual_income-mr,F0033,scholarship,mr,extraction,वार्षिक उत्पन्न (रु.)?,145000
F0033-x-annual_income-kn,F0033,scholarship,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,145000
F0033-x-family_members-en,F0033,scholarship,en,extraction,Number of Family Members?,2
F0033-x-family_members-hi,F0033,scholarship,hi,extraction,परिवार के सदस्यों की संख्या?,2
F0033-x-family_members-bn,F0033,scholarship,bn,extraction,পরিবারের সদস্য সংখ্যা?,2
F0033-x-family_members-te,F0033,scholarship,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,2
F0033-x-family_members-ta,F0033,scholarship,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,2
F0033-x-family_members-mr,F0033,scholarship,mr,extraction,कुटुंब सदस्यांची संख्या?,2
F0033-x-family_members-kn,F0033,scholarship,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,2
F0033-x-category-en,F0033,scholarship,en,extraction,Category?,General
F0033-x-category-hi,F0033,scholarship,hi,extraction,श्रेणी?,General
F0033-x-category-bn,F0033,scholarship,bn,extraction,শ্রেণী?,General
F0033-x-category-te,F0033,scholarship,te,extraction,వర్గం?,General
F0033-x-category-ta,F0033,scholarship,ta,extraction,பிரிவு?,General
F0033-x-category-mr,F0033,scholarship,mr,extraction,प्रवर्ग?,General
F0033-x-category-kn,F0033,scholarship,kn,extraction,ವರ್ಗ?,General
F0033-r-elig-en,F0033,scholarship,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0033-r-elig-hi,F0033,scholarship,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0033-r-elig-bn,F0033,scholarship,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
F0033-r-elig-te,F0033,scholarship,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",yes
F0033-r-elig-ta,F0033,scholarship,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",yes
F0033-r-elig-mr,F0033,scholarship,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",yes
F0033-r-elig-kn,F0033,scholarship,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",yes
F0034-x-applicant_name-en,F0034,old_age_pension,en,extraction,Applicant Name?,Arjun Nair
F0034-x-applicant_name-hi,F0034,old_age_pension,hi,extraction,आवेदक का नाम?,अर्जुन नायर
F0034-x-applicant_name-bn,F0034,old_age_pension,bn,extraction,আবেদনকারীর নাম?,অর্জুন নায়ার
F0034-x-applicant_name-te,F0034,old_age_pension,te,extraction,దరఖాస్తుదారు పేరు?,అర్జున్ నాయర్
F0034-x-applicant_name-ta,F0034,old_age_pension,ta,extraction,விண்ணப்பதாரர் பெயர்?,அர்ஜுன் நாயர்
F0034-x-applicant_name-mr,F0034,old_age_pension,mr,extraction,अर्जदाराचे नाव?,अर्जुन नायर
F0034-x-applicant_name-kn,F0034,old_age_pension,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಅರ್ಜುನ್ ನಾಯರ್
F0034-x-district-en,F0034,old_age_pension,en,extraction,District?,Nashik
F0034-x-district-hi,F0034,old_age_pension,hi,extraction,जिला?,नाशिक
F0034-x-district-bn,F0034,old_age_pension,bn,extraction,জেলা?,নাসিক
F0034-x-district-te,F0034,old_age_pension,te,extraction,జిల్లా?,నాసిక్
F0034-x-district-ta,F0034,old_age_pension,ta,extraction,மாவட்டம்?,நாசிக்
F0034-x-district-mr,F0034,old_age_pension,mr,extraction,जिल्हा?,नाशिक
F0034-x-district-kn,F0034,old_age_pension,kn,extraction,ಜಿಲ್ಲೆ?,ನಾಸಿಕ್
F0034-x-annual_income-en,F0034,old_age_pension,en,extraction,Annual Income (Rs.)?,96000
F0034-x-annual_income-hi,F0034,old_age_pension,hi,extraction,वार्षिक आय (रु.)?,96000
F0034-x-annual_income-bn,F0034,old_age_pension,bn,extraction,বার্ষিক আয় (টাকা)?,96000
F0034-x-annual_income-te,F0034,old_age_pension,te,extraction,వార్షిక ఆదాయం (రూ.)?,96000
F0034-x-annual_income-ta,F0034,old_age_pension,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,96000
F0034-x-annual_income-mr,F0034,old_age_pension,mr,extraction,वार्षिक उत्पन्न (रु.)?,96000
F0034-x-annual_income-kn,F0034,old_age_pension,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,96000
F0034-x-family_members-en,F0034,old_age_pension,en,extraction,Number of Family Members?,7
F0034-x-family_members-hi,F0034,old_age_pension,hi,extraction,परिवार के सदस्यों की संख्या?,7
F0034-x-family_members-bn,F0034,old_age_pension,bn,extraction,পরিবারের সদস্য সংখ্যা?,7
F0034-x-family_members-te,F0034,old_age_pension,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,7
F0034-x-family_members-ta,F0034,old_age_pension,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,7
F0034-x-family_members-mr,F0034,old_age_pension,mr,extraction,कुटुंब सदस्यांची संख्या?,7
F0034-x-family_members-kn,F0034,old_age_pension,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,7
F0034-x-category-en,F0034,old_age_pension,en,extraction,Category?,OBC
F0034-x-category-hi,F0034,old_age_pension,hi,extraction,श्रेणी?,OBC
F0034-x-category-bn,F0034,old_age_pension,bn,extraction,শ্রেণী?,OBC
F0034-x-category-te,F0034,old_age_pension,te,extraction,వర్గం?,OBC
F0034-x-category-ta,F0034,old_age_pension,ta,extraction,பிரிவு?,OBC
F0034-x-category-mr,F0034,old_age_pension,mr,extraction,प्रवर्ग?,OBC
F0034-x-category-kn,F0034,old_age_pension,kn,extraction,ವರ್ಗ?,OBC
F0034-r-elig-en,F0034,old_age_pension,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",no
F0034-r-elig-hi,F0034,old_age_pension,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",no
F0034-r-elig-bn,F0034,old_age_pension,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",no
F0034-r-elig-te,F0034,old_age_pension,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",no
F0034-r-elig-ta,F0034,old_age_pension,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",no
F0034-r-elig-mr,F0034,old_age_pension,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",no
F0034-r-elig-kn,F0034,old_age_pension,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",no
F0035-x-applicant_name-en,F0035,ration_card,en,extraction,Applicant Name?,Ramesh Kumar
F0035-x-applicant_name-hi,F0035,ration_card,hi,extraction,आवेदक का नाम?,रमेश कुमार
F0035-x-applicant_name-bn,F0035,ration_card,bn,extraction,আবেদনকারীর নাম?,রমেশ কুমার
F0035-x-applicant_name-te,F0035,ration_card,te,extraction,దరఖాస్తుదారు పేరు?,రమేష్ కుమార్
F0035-x-applicant_name-ta,F0035,ration_card,ta,extraction,விண்ணப்பதாரர் பெயர்?,ரமேஷ் குமார்
F0035-x-applicant_name-mr,F0035,ration_card,mr,extraction,अर्जदाराचे नाव?,रमेश कुमार
F0035-x-applicant_name-kn,F0035,ration_card,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ರಮೇಶ್ ಕುಮಾರ್
F0035-x-district-en,F0035,ration_card,en,extraction,District?,Visakhapatnam
F0035-x-district-hi,F0035,ration_card,hi,extraction,जिला?,विशाखापत्तनम
F0035-x-district-bn,F0035,ration_card,bn,extraction,জেলা?,বিশাখাপত্তনম
F0035-x-district-te,F0035,ration_card,te,extraction,జిల్లా?,విశాఖపట్నం
F0035-x-district-ta,F0035,ration_card,ta,extraction,மாவட்டம்?,விசாகப்பட்டினம்
F0035-x-district-mr,F0035,ration_card,mr,extraction,जिल्हा?,विशाखापट्टणम
F0035-x-district-kn,F0035,ration_card,kn,extraction,ಜಿಲ್ಲೆ?,ವಿಶಾಖಪಟ್ಟಣಂ
F0035-x-annual_income-en,F0035,ration_card,en,extraction,Annual Income (Rs.)?,118000
F0035-x-annual_income-hi,F0035,ration_card,hi,extraction,वार्षिक आय (रु.)?,118000
F0035-x-annual_income-bn,F0035,ration_card,bn,extraction,বার্ষিক আয় (টাকা)?,118000
F0035-x-annual_income-te,F0035,ration_card,te,extraction,వార్షిక ఆదాయం (రూ.)?,118000
F0035-x-annual_income-ta,F0035,ration_card,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,118000
F0035-x-annual_income-mr,F0035,ration_card,mr,extraction,वार्षिक उत्पन्न (रु.)?,118000
F0035-x-annual_income-kn,F0035,ration_card,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,118000
F0035-x-family_members-en,F0035,ration_card,en,extraction,Number of Family Members?,5
F0035-x-family_members-hi,F0035,ration_card,hi,extraction,परिवार के सदस्यों की संख्या?,5
F0035-x-family_members-bn,F0035,ration_card,bn,extraction,পরিবারের সদস্য সংখ্যা?,5
F0035-x-family_members-te,F0035,ration_card,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,5
F0035-x-family_members-ta,F0035,ration_card,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,5
F0035-x-family_members-mr,F0035,ration_card,mr,extraction,कुटुंब सदस्यांची संख्या?,5
F0035-x-family_members-kn,F0035,ration_card,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,5
F0035-x-category-en,F0035,ration_card,en,extraction,Category?,ST
F0035-x-category-hi,F0035,ration_card,hi,extraction,श्रेणी?,ST
F0035-x-category-bn,F0035,ration_card,bn,extraction,শ্রেণী?,ST
F0035-x-category-te,F0035,ration_card,te,extraction,వర్గం?,ST
F0035-x-category-ta,F0035,ration_card,ta,extraction,பிரிவு?,ST
F0035-x-category-mr,F0035,ration_card,mr,extraction,प्रवर्ग?,ST
F0035-x-category-kn,F0035,ration_card,kn,extraction,ವರ್ಗ?,ST
F0035-r-elig-en,F0035,ration_card,en,reasoning,"Based on the income cap and household size rule, is this applicant eligible? Answer yes or no.",yes
F0035-r-elig-hi,F0035,ration_card,hi,reasoning,"आय सीमा और परिवार के आकार के नियम के आधार पर, क्या यह आवेदक पात्र है? हाँ या नहीं में उत्तर दें।",yes
F0035-r-elig-bn,F0035,ration_card,bn,reasoning,"আয়ের সীমা এবং পরিবারের আকারের নিয়ম অনুসারে, এই আবেদনকারী কি যোগ্য? হ্যাঁ বা না উত্তর দিন।",yes
F0035-r-elig-te,F0035,ration_card,te,reasoning,"ఆదాయ పరిమితి మరియు కుటుంబ పరిమాణ నియమం ఆధారంగా, ఈ దరఖాస్తుదారు అర్హులా? అవును లేదా కాదు అని సమాధానం ఇవ్వండి.",yes
F0035-r-elig-ta,F0035,ration_card,ta,reasoning,"வருமான வரம்பு மற்றும் குடும்ப அளவு விதியின் அடிப்படையில், இந்த விண்ணப்பதாரர் தகுதியானவரா? ஆம் அல்லது இல்லை என பதிலளிக்கவும்.",yes
F0035-r-elig-mr,F0035,ration_card,mr,reasoning,"उत्पन्न मर्यादा आणि कुटुंब आकाराच्या नियमानुसार, हा अर्जदार पात्र आहे का? होय किंवा नाही उत्तर द्या.",yes
F0035-r-elig-kn,F0035,ration_card,kn,reasoning,"ಆದಾಯ ಮಿತಿ ಮತ್ತು ಕುಟುಂಬ ಗಾತ್ರದ ನಿಯಮದ ಆಧಾರದ ಮೇಲೆ, ಈ ಅರ್ಜಿದಾರರು ಅರ್ಹರೇ? ಹೌದು ಅಥವಾ ಇಲ್ಲ ಎಂದು ಉತ್ತರಿಸಿ.",yes
F0036-x-applicant_name-en,F0036,scholarship,en,extraction,Applicant Name?,Suresh Rao
F0036-x-applicant_name-hi,F0036,scholarship,hi,extraction,आवेदक का नाम?,सुरेश राव
F0036-x-applicant_name-bn,F0036,scholarship,bn,extraction,আবেদনকারীর নাম?,সুরেশ রাও
F0036-x-applicant_name-te,F0036,scholarship,te,extraction,దరఖాస్తుదారు పేరు?,సురేష్ రావు
F0036-x-applicant_name-ta,F0036,scholarship,ta,extraction,விண்ணப்பதாரர் பெயர்?,சுரேஷ் ராவ்
F0036-x-applicant_name-mr,F0036,scholarship,mr,extraction,अर्जदाराचे नाव?,सुरेश राव
F0036-x-applicant_name-kn,F0036,scholarship,kn,extraction,ಅರ್ಜಿದಾರರ ಹೆಸರು?,ಸುರೇಶ್ ರಾವ್
F0036-x-district-en,F0036,scholarship,en,extraction,District?,Salem
F0036-x-district-hi,F0036,scholarship,hi,extraction,जिला?,सेलम
F0036-x-district-bn,F0036,scholarship,bn,extraction,জেলা?,সালেম
F0036-x-district-te,F0036,scholarship,te,extraction,జిల్లా?,సేలం
F0036-x-district-ta,F0036,scholarship,ta,extraction,மாவட்டம்?,சேலம்
F0036-x-district-mr,F0036,scholarship,mr,extraction,जिल्हा?,सेलम
F0036-x-district-kn,F0036,scholarship,kn,extraction,ಜಿಲ್ಲೆ?,ಸೇಲಂ
F0036-x-annual_income-en,F0036,scholarship,en,extraction,Annual Income (Rs.)?,232000
F0036-x-annual_income-hi,F0036,scholarship,hi,extraction,वार्षिक आय (रु.)?,232000
F0036-x-annual_income-bn,F0036,scholarship,bn,extraction,বার্ষিক আয় (টাকা)?,232000
F0036-x-annual_income-te,F0036,scholarship,te,extraction,వార్షిక ఆదాయం (రూ.)?,232000
F0036-x-annual_income-ta,F0036,scholarship,ta,extraction,ஆண்டு வருமானம் (ரூ.)?,232000
F0036-x-annual_income-mr,F0036,scholarship,mr,extraction,वार्षिक उत्पन्न (रु.)?,232000
F0036-x-annual_income-kn,F0036,scholarship,kn,extraction,ವಾರ್ಷಿಕ ಆದಾಯ (ರೂ.)?,232000
F0036-x-family_members-en,F0036,scholarship,en,extraction,Number of Family Members?,4
F0036-x-family_members-hi,F0036,scholarship,hi,extraction,परिवार के सदस्यों की संख्या?,4
F0036-x-family_members-bn,F0036,scholarship,bn,extraction,পরিবারের সদস্য সংখ্যা?,4
F0036-x-family_members-te,F0036,scholarship,te,extraction,కుటుంబ సభ్యుల సంఖ్య?,4
F0036-x-family_members-ta,F0036,scholarship,ta,extraction,குடும்ப உறுப்பினர்கள் எண்ணிக்கை?,4
F0036-x-family_members-mr,F0036,scholarship,mr,extraction,कुटुंब सदस्यांची संख्या?,4
F0036-x-family_members-kn,F0036,scholarship,kn,extraction,ಕುಟುಂಬ ಸದಸ್ಯರ ಸಂಖ್ಯೆ?,4
F0036-x-category-en,F0036,scholarship,en,extraction,Category?,ST
